,demand_PNG,PV_B,WindOnshore_B,PV_N,WindOnshore_N,Wave_N,WindOffshore_N,Hydro_B,Geothermal_B
t5731,630.8574,0,0,0,0,0.982887447,5000,115000,10958.9
t5732,726.8085,0,0,0,0,0.981349945,5000,115000,10958.9
t5733,705.0962,0,0,0,0,0.979812443,5000,115000,10958.9
t5734,663.2146,0,0,0,0,0.978274882,5000,115000,10958.9
t5735,609.7534,0,0,0,0,0.945930839,5000,115000,10958.9
t5736,561.6846,0,0,0,0,0.90960449,5000,115000,10958.9
t5737,530.8149,0,0,0,0,0.873268843,5000,115000,10958.9
t5738,516.1927,0,0,0,0,0.84650445,5000,115000,10958.9
t5739,510.4219,0,0,0,0,0.819739997,5000,115000,10958.9
t5740,504.4994,0,0,0,0,0.790462017,5000,115000,10958.9
t5741,505.2902,0,0,0,0,0.792550683,5000,115000,10958.9
t5742,513.0855,0,0,0,0,0.794639349,5000,115000,10958.9
t5743,539.2922,212975.7,0,212975.7,0,0.796728075,5000,115000,10958.9
t5744,529.1835,494549.2,0,494549.2,0,0.814147413,5000,115000,10958.9
t5745,539.0039,780125.4,0,780125.4,0,0.831566751,5000,115000,10958.9
t5746,538.6336,867714.9,0,867714.9,0,0.848986089,5000,115000,10958.9
t5747,537.035,1282400,0,1282400,0,0.845369816,5000,115000,10958.9
t5748,533.1001,1376431,0,1376431,0,0.841753602,5000,115000,10958.9
t5749,529.1438,1438317,0,1438317,0,0.838137388,5000,115000,10958.9
t5750,522.3727,1225419,0,1225419,0,0.826111257,5000,115000,10958.9
t5751,541.4854,752343.2,0,752343.2,0,0.814085126,4717.579102,115000,10958.9
t5752,557.168,761541.3,0,761541.3,0,0.802058995,4447.48584,115000,10958.9
t5753,577.0667,358564.1,0,358564.1,0,0.799948633,3978.183838,115000,10958.9
t5754,578.1014,45561.97,0,45561.97,0,0.797838211,4022.102539,115000,10958.9
t5755,633.7291,0,0,0,0,0.795727849,4366.129883,115000,10958.9
t5756,741.5894,0,150.4912,0,150.4912,0.797671854,4057.64502,115000,10958.9
t5757,727.7755,0,0,0,0,0.79961586,3911.994385,115000,10958.9
t5758,677.8182,0,0,0,0,0.801559925,3882.544434,115000,10958.9
t5759,619.9099,0,0,0,0,0.791419208,4455.679688,115000,10958.9
t5760,569.8275,0,0,0,0,0.781918406,5000,115000,10958.9
t5761,539.1274,0,0,0,0,0.772869587,5000,115000,10958.9
t5762,527.0897,0,0,0,0,0.760249794,5000,115000,10958.9
t5763,518.5398,0,0,0,0,0.747629941,4967.84375,115000,10958.9
t5764,512.8252,0,0,0,0,0.735010087,4599.463867,115000,10958.9
t5765,511.972,0,0,0,0,0.727005005,4476.583496,115000,10958.9
t5766,523.1851,0,0,0,0,0.718999863,4466.462402,115000,10958.9
t5767,551.9434,102738.9,0,102738.9,0,0.71099472,4636.104004,115000,10958.9
t5768,542.7346,339665.1,0,339665.1,0,0.709098339,5000,115000,10958.9
t5769,529.3422,73575.42,0,73575.42,0,0.707201898,5000,115000,10958.9
t5770,556.1154,286478.9,0,286478.9,0,0.705305517,5000,115000,10958.9
t5771,553.0673,325894.6,0,325894.6,0,0.702023566,5000,115000,10958.9
t5772,592.3623,282837.7,71.05071,282837.7,71.05071,0.698741674,5000,115000,10958.9
t5773,642.7052,175329.6,570.431,175329.6,570.431,0.695459783,5000,115000,10958.9
t5774,621.6222,476530.3,279.9134,476530.3,279.9134,0.68480432,5000,115000,10958.9
t5775,625.8849,412296.7,172.1081,412296.7,172.1081,0.673049033,5000,115000,10958.9
t5776,610.0648,203367,108.3629,203367,108.3629,0.661234677,5000,115000,10958.9
t5777,592.9046,67186.74,0,67186.74,0,0.64522624,5000,115000,10958.9
t5778,568.4549,32161.81,0,32161.81,0,0.629217803,4560.788086,115000,10958.9
t5779,625.8849,0,0,0,0,0.613209307,4332.611816,115000,10958.9
t5780,735.3707,0,0,0,0,0.600477576,4348.247559,115000,10958.9
t5781,713.2716,0,54.23752,0,54.23752,0.58802706,4565.416016,115000,10958.9
t5782,664.3521,0,0,0,0,0.576528788,4651.308594,115000,10958.9
t5783,606.2442,0,0,0,0,0.561283052,4493.446289,115000,10958.9
t5784,554.5002,0,67.79587,0,67.79587,0.545343935,3882.512695,115000,10958.9
t5785,518.3117,0,75.88468,0,75.88468,0.529404759,3244.064453,115000,10958.9
t5786,508.3704,0,71.85343,0,71.85343,0.515543818,2618.278809,115000,10958.9
t5787,500.0923,0,0,0,0,0.501778781,2254.816895,115000,10958.9
t5788,493.9793,0,0,0,0,0.488013834,2168.668457,115000,10958.9
t5789,442.9311,0,0,0,0,0.48169598,1968.530518,115000,10958.9
t5790,501.7174,0,75.85317,0,75.85317,0.475378126,1818.699097,115000,10958.9
t5791,534.2704,120883.2,0,120883.2,0,0.469060272,1915.020264,115000,10958.9
t5792,542.6929,404043.3,0,404043.3,0,0.47366187,2076.669434,115000,10958.9
t5793,553.5008,492211.3,0,492211.3,0,0.478263438,2268.381348,115000,10958.9
t5794,529.3422,468701.2,0,468701.2,0,0.482865036,2392.016113,115000,10958.9
t5795,530.2567,326548.2,51.62688,326548.2,51.62688,0.477967471,2355.810791,115000,10958.9
t5796,523.767,766790.4,110.961,766790.4,110.961,0.473069936,2503.72876,115000,10958.9
t5797,512.7509,660548.2,75.67085,660548.2,75.67085,0.468172371,2484.412842,115000,10958.9
t5798,521.8711,551600.5,183.9492,551600.5,183.9492,0.480781466,2279.151367,115000,10958.9
t5799,555.5032,392991.6,472.6531,392991.6,472.6531,0.49339059,2048.544678,115000,10958.9
t5800,594.4379,303473.5,763.4846,303473.5,763.4846,0.505999684,1922.667847,115000,10958.9
t5801,586.7944,173285.9,981.8306,173285.9,981.8306,0.491066068,1829.164795,115000,10958.9
t5802,566.8613,29527.47,325.9311,29527.47,325.9311,0.476132452,2036.051514,115000,10958.9
t5803,633.6737,0,229.0162,0,229.0162,0.461198807,2011.963623,115000,10958.9
t5804,735.9328,0,0,0,0,0.448938102,1808.031738,115000,10958.9
t5805,710.3304,0,0,0,0,0.436248481,1684.615234,115000,10958.9
t5806,663.394,0,49.29044,0,49.29044,0.423558891,1677.963989,115000,10958.9
t5807,596.2772,0,0,0,0,0.41159755,1032.337646,115000,10958.9
t5808,564.8249,0,0,0,0,0.399636209,1099.41626,115000,10958.9
t5809,536.4227,0,0,0,0,0.388349235,1169.310547,115000,10958.9
t5810,521.6399,0,0,0,0,0.377778381,1178.038696,115000,10958.9
t5811,509.6138,0,0,0,0,0.367207527,1085.0354,115000,10958.9
t5812,505.7947,0,0,0,0,0.356636643,920.8009644,115000,10958.9
t5813,504.2484,0,0,0,0,0.350200534,698.1611938,115000,10958.9
t5814,511.5651,0,34.3764,0,34.3764,0.343696028,569.8188477,115000,10958.9
t5815,539.8698,27428.11,82.7972,27428.11,82.7972,0.337191522,515.3898926,115000,10958.9
t5816,532.537,82931.92,0,82931.92,0,0.334999174,592.5947266,115000,10958.9
t5817,528.3518,136534.7,95.31522,136534.7,95.31522,0.32964161,820.4411011,115000,10958.9
t5818,535.5678,178195.9,0,178195.9,0,0.323830485,1023.695984,115000,10958.9
t5819,561.5507,164506.5,0,164506.5,0,0.319766015,1060.514404,115000,10958.9
t5820,555.1976,162992.5,34.49572,162992.5,34.49572,0.315701544,1131.269531,115000,10958.9
t5821,549.4949,173398.3,0,173398.3,0,0.311637074,1387.174194,115000,10958.9
t5822,521.9482,119845,0,119845,0,0.311406821,1683.269043,115000,10958.9
t5823,543.6963,150350.7,35.85677,150350.7,35.85677,0.311176568,1956.416626,115000,10958.9
t5824,562.4441,52481.52,33.76767,52481.52,33.76767,0.310946316,2085.952637,115000,10958.9
t5825,568.0443,10479.28,163.2026,10479.28,163.2026,0.316534311,2165.266602,115000,10958.9
t5826,566.0451,798.9245,122.9778,798.9245,122.9778,0.322122276,2234.119385,115000,10958.9
t5827,615.0319,0,37.59952,0,37.59952,0.327710271,2343.394043,115000,10958.9
t5828,681.5498,0,42.75814,0,42.75814,0.341226518,2447.841064,115000,10958.9
t5829,668.8734,0,55.48995,0,55.48995,0.355590671,2467.612549,115000,10958.9
t5830,630.1978,0,65.83258,0,65.83258,0.370184928,2512.191406,115000,10958.9
t5831,590.9369,0,0,0,0,0.382328153,1693.137573,115000,10958.9
t5832,554.1087,0,0,0,0,0.394471347,1769.908325,115000,10958.9
t5833,523.4952,0,0,0,0,0.406614572,1839.517822,115000,10958.9
t5834,509.2108,0,0,0,0,0.414650381,1623.873169,115000,10958.9
t5835,490.1744,0,0,0,0,0.422686219,1271.453125,115000,10958.9
t5836,489.5018,0,0,0,0,0.430722028,967.1784668,115000,10958.9
t5837,481.525,0,0,0,0,0.441557318,743.6904907,115000,10958.9
t5838,474.6512,0,0,0,0,0.452407658,683.4312134,115000,10958.9
t5839,476.6326,77763.98,0,77763.98,0,0.463257968,688.9906006,115000,10958.9
t5840,467.0947,130187.7,0,130187.7,0,0.471478522,886.1636963,115000,10958.9
t5841,473.403,219149.2,0,219149.2,0,0.479699105,1145.408447,115000,10958.9
t5842,476.6958,105582.4,0,105582.4,0,0.487919658,1505.006836,115000,10958.9
t5843,471.5142,354434.2,100.2714,354434.2,100.2714,0.491553962,1585.065796,115000,10958.9
t5844,491.2887,255181.5,324.4426,255181.5,324.4426,0.495188266,2107.15332,115000,10958.9
t5845,478.6652,712238.6,243.0652,712238.6,243.0652,0.49882257,2574.020996,115000,10958.9
t5846,473.1232,236997.1,182.3349,236997.1,182.3349,0.500761747,2710.353027,115000,10958.9
t5847,484.9168,463172.7,185.1104,463172.7,185.1104,0.502700925,2722.828613,115000,10958.9
t5848,476.0015,354078.1,97.14924,354078.1,97.14924,0.504640162,2757.960938,115000,10958.9
t5849,495.2163,217991.5,59.98574,217991.5,59.98574,0.517197132,2716.865234,115000,10958.9
t5850,524.6228,33817.85,84.25196,33817.85,84.25196,0.529754162,2474.162354,115000,10958.9
t5851,588.5911,0,161.1539,0,161.1539,0.542311132,2540.042236,115000,10958.9
t5852,690.7034,0,268.2637,0,268.2637,0.568826556,3027.787598,115000,10958.9
t5853,659.347,0,60.85159,0,60.85159,0.598113418,3440.825684,115000,10958.9
t5854,603.1264,0,66.29951,0,66.29951,0.625325918,3632.109619,115000,10958.9
t5855,565.9998,0,38.95496,0,38.95496,0.640145242,2996.378662,115000,10958.9
t5856,533.3418,0,0,0,0,0.653662562,2989.211182,115000,10958.9
t5857,495.5611,0,0,0,0,0.667179942,2881.308594,115000,10958.9
t5858,478.0597,0,93.29882,0,93.29882,0.669008374,2520.065674,115000,10958.9
t5859,472.0698,0,70.18223,0,70.18223,0.670836806,2212.943604,115000,10958.9
t5860,470.4385,0,64.64467,0,64.64467,0.672665238,1842.846191,115000,10958.9
t5861,468.8812,0,0,0,0,0.675518036,1609.331299,115000,10958.9
t5862,470.0404,0,0,0,0,0.677540302,1495.856934,115000,10958.9
t5863,476.033,31285.79,0,31285.79,0,0.679014027,1410.774902,115000,10958.9
t5864,468.6988,53507.14,0,53507.14,0,0.684915662,1440.615723,115000,10958.9
t5865,467.3964,196914.1,78.22867,196914.1,78.22867,0.690817297,1592.071777,115000,10958.9
t5866,444.3662,382120.1,69.58982,382120.1,69.58982,0.696718931,1747.37793,115000,10958.9
t5867,430.0597,340782.4,76.13306,340782.4,76.13306,0.697506666,1412.849976,115000,10958.9
t5868,425.7258,402179.9,36.78052,402179.9,36.78052,0.698294401,1881.740479,115000,10958.9
t5869,433.4558,244230.6,0,244230.6,0,0.699082077,2532.23877,115000,10958.9
t5870,431.3158,395967.2,0,395967.2,0,0.681285739,2905.73999,115000,10958.9
t5871,449.3177,284499.4,0,284499.4,0,0.663489401,3142.419678,115000,10958.9
t5872,452.305,160024.3,54.4682,160024.3,54.4682,0.645693064,3194.51001,115000,10958.9
t5873,480.7178,79169.23,44.21503,79169.23,44.21503,0.642369568,3312.703857,115000,10958.9
t5874,504.6071,24425.68,47.92676,24425.68,47.92676,0.639046073,3367.55127,115000,10958.9
t5875,551.297,0,0,0,0,0.635722578,3550.395264,115000,10958.9
t5876,629.9782,0,0,0,0,0.638604224,3844.093262,115000,10958.9
t5877,618.7373,0,0,0,0,0.641290843,4106.78418,115000,10958.9
t5878,596.2273,0,0,0,0,0.643939614,4147.893066,115000,10958.9
t5879,567.3612,0,0,0,0,0.637187958,3800.205078,115000,10958.9
t5880,539.3334,0,0,0,0,0.630436301,3756.322266,115000,10958.9
t5881,517.6286,0,0,0,0,0.623684704,3451.443359,115000,10958.9
t5882,498.6534,0,0,0,0,0.603212476,2886.715088,115000,10958.9
t5883,504.356,0,0,0,0,0.582740247,2104.349609,115000,10958.9
t5884,486.0374,0,0,0,0,0.564881682,1606.404541,115000,10958.9
t5885,477.9324,0,0,0,0,0.546720207,1476.296753,115000,10958.9
t5886,493.1243,0,0,0,0,0.528558731,1475.481689,115000,10958.9
t5887,523.1076,84709.39,0,84709.39,0,0.510397196,1497.090088,115000,10958.9
t5888,531.7346,111969.3,0,111969.3,0,0.501504064,1626.416626,115000,10958.9
t5889,532.1756,378705.4,0,378705.4,0,0.492610961,1643.970215,115000,10958.9
t5890,532.8586,794007.2,0,794007.2,0,0.483717799,1597.019653,115000,10958.9
t5891,530.4161,952295.3,42.22087,952295.3,42.22087,0.477551609,1381.126221,115000,10958.9
t5892,541.9011,668864.4,57.74146,668864.4,57.74146,0.47138539,1254.651855,115000,10958.9
t5893,526.5787,591642.4,75.54029,591642.4,75.54029,0.46521917,1221.108887,115000,10958.9
t5894,517.7423,295644.1,100.6524,295644.1,100.6524,0.455173075,1208.86731,115000,10958.9
t5895,542.4009,308045.6,57.95951,308045.6,57.95951,0.444904506,1141.340942,115000,10958.9
t5896,572.4528,186829.7,63.1559,186829.7,63.1559,0.434635907,1111.200806,115000,10958.9
t5897,584.3824,71867.07,82.63838,71867.07,82.63838,0.434909493,1273.839233,115000,10958.9
t5898,574.821,19357.4,0,19357.4,0,0.435183078,1574.951904,115000,10958.9
t5899,634.4505,0,0,0,0,0.435456663,1706.932739,115000,10958.9
t5900,729.0909,0,0,0,0,0.444759965,1817.232788,115000,10958.9
t5901,703.0585,0,0,0,0,0.454063267,2009.087158,115000,10958.9
t5902,657.7513,0,0,0,0,0.463366568,2094.570557,115000,10958.9
t5903,606.8094,0,0,0,0,0.461041689,2323.169189,115000,10958.9
t5904,556.5536,0,0,0,0,0.45871678,2243.906982,115000,10958.9
t5905,531.8949,0,0,0,0,0.456391871,2150.306396,115000,10958.9
t5906,519.0348,0,0,0,0,0.460210979,2081.042969,115000,10958.9
t5907,517.7044,0,0,0,0,0.464030087,1774.043457,115000,10958.9
t5908,512.1943,0,0,0,0,0.467849195,1555.561523,115000,10958.9
t5909,517.0608,0,0,0,0,0.468358964,1364.164307,115000,10958.9
t5910,529.0645,0,0,0,0,0.468868732,1581.391357,115000,10958.9
t5911,565.5021,150080,0,150080,0,0.469378501,1956.84436,115000,10958.9
t5912,559.5504,169890.5,0,169890.5,0,0.464153379,2481.087891,115000,10958.9
t5913,588.2504,291073.7,0,291073.7,0,0.458928257,2864.534424,115000,10958.9
t5914,583.3269,544771.6,0,544771.6,0,0.453703165,2806.835205,115000,10958.9
t5915,570.3324,637329.8,46.8695,637329.8,46.8695,0.445966512,2682.608887,115000,10958.9
t5916,576.41,974681,58.24723,974681,58.24723,0.438229859,2884.446777,115000,10958.9
t5917,560.2601,575539.3,103.4046,575539.3,103.4046,0.430493206,3082.16333,115000,10958.9
t5918,604.4518,910886.6,251.0677,910886.6,251.0677,0.416329831,2992.923828,115000,10958.9
t5919,600.1883,801614.4,133.6346,801614.4,133.6346,0.402166486,2857.677246,115000,10958.9
t5920,661.425,355402.3,173.3237,355402.3,173.3237,0.388003111,2847.231445,115000,10958.9
t5921,644.8684,261647.3,213.9989,261647.3,213.9989,0.377870411,2598.400879,115000,10958.9
t5922,619.5897,25346.55,657.6569,25346.55,657.6569,0.3677935,2601.593994,115000,10958.9
t5923,674.1805,0,513.3589,0,513.3589,0.357659698,2834.811768,115000,10958.9
t5924,775.1636,0,386.8141,0,386.8141,0.352456152,3084.408447,115000,10958.9
t5925,735.0197,0,217.5646,0,217.5646,0.344079971,3203.716064,115000,10958.9
t5926,682.5504,0,148.5576,0,148.5576,0.335515141,3396.816162,115000,10958.9
t5927,619.9632,0,0,0,0,0.319632441,2986.020752,115000,10958.9
t5928,573.7042,0,53.90007,0,53.90007,0.30374974,3367.9104,115000,10958.9
t5929,550.3516,0,0,0,0,0.287867039,3499.445313,115000,10958.9
t5930,537.1577,0,0,0,0,0.278193802,3287.381348,115000,10958.9
t5931,528.3123,0,0,0,0,0.269104511,3044.695068,115000,10958.9
t5932,522.1024,0,0,0,0,0.260216802,2865.810303,115000,10958.9
t5933,523.3401,0,0,0,0,0.253816366,2843.245605,115000,10958.9
t5934,536.1374,0,0,0,0,0.247415915,2532.610352,115000,10958.9
t5935,570.6081,156988.9,0,156988.9,0,0.241015479,2820.070801,115000,10958.9
t5936,560.6155,334877.3,0,334877.3,0,0.237600923,3243.868408,115000,10958.9
t5937,591.4277,549617.7,0,549617.7,0,0.234186366,4123.954102,115000,10958.9
t5938,632.0696,492777,0,492777,0,0.23077181,4422.106445,115000,10958.9
t5939,617.2506,327425,0,327425,0,0.225556836,3859.595703,115000,10958.9
t5940,613.9804,586676.8,0,586676.8,0,0.217142195,4171.364746,115000,10958.9
t5941,594.9836,598984.5,0,598984.5,0,0.203110963,3964.457275,115000,10958.9
t5942,566.9976,532292.9,0,532292.9,0,0.193055421,3727.191162,115000,10958.9
t5943,615.7699,490284.3,0,490284.3,0,0.183076352,3760.666504,115000,10958.9
t5944,633.1751,198745,0,198745,0,0.173097268,4109.716309,115000,10958.9
t5945,621.3542,55316.42,0,55316.42,0,0.174237326,4256.402344,115000,10958.9
t5946,600.7941,35815.69,0,35815.69,0,0.175377399,4581.585938,115000,10958.9
t5947,659.5839,0,0,0,0,0.176517457,5000,115000,10958.9
t5948,724.3309,0,0,0,0,0.172956318,5000,115000,10958.9
t5949,702.6652,0,0,0,0,0.169395193,5000,115000,10958.9
t5950,655.1058,0,0,0,0,0.165834069,5000,115000,10958.9
t5951,603.4319,0,0,0,0,0.168420687,5000,115000,10958.9
t5952,563.7444,0,0,0,0,0.17100732,5000,115000,10958.9
t5953,538.4281,0,0,0,0,0.173593938,3873.364502,115000,10958.9
t5954,524.6618,0,0,0,0,0.175022051,3221.237061,115000,10958.9
t5955,516.8718,0,0,0,0,0.176450163,3896.890869,115000,10958.9
t5956,511.787,0,0,0,0,0.177878276,2969.319092,115000,10958.9
t5957,511.3434,0,0,0,0,0.175443247,3264.806885,115000,10958.9
t5958,531.4544,0,0,0,0,0.173012063,3427.97876,115000,10958.9
t5959,571.7136,5600.283,0,5600.283,0,0.170880914,4245.229492,115000,10958.9
t5960,569.3692,89410.01,0,89410.01,0,0.172295392,4689.94873,115000,10958.9
t5961,586.8429,41628.33,0,41628.33,0,0.173709869,5000,115000,10958.9
t5962,613.089,5621.662,0,5621.662,0,0.174644664,5000,115000,10958.9
t5963,642.8188,147215.3,32.68745,147215.3,32.68745,0.178501815,4882.312012,115000,10958.9
t5964,624.3683,287854.5,65.58084,287854.5,65.58084,0.183261171,5000,115000,10958.9
t5965,583.2311,65298.73,0,65298.73,0,0.18852213,5000,115000,10958.9
t5966,583.9022,40057.56,0,40057.56,0,0.191013113,4548.523438,115000,10958.9
t5967,568.0899,41008.54,0,41008.54,0,0.193504095,4118.266113,115000,10958.9
t5968,577.2546,194089.2,0,194089.2,0,0.194815755,3934.254639,115000,10958.9
t5969,565.4118,143097.2,0,143097.2,0,0.193351015,4123.661133,115000,10958.9
t5970,561.2386,19285.74,0,19285.74,0,0.191886291,3924.321045,115000,10958.9
t5971,607.1181,0,0,0,0,0.1908665,3020.02002,115000,10958.9
t5972,650.9672,0,0,0,0,0.1914092,2477.436035,115000,10958.9
t5973,630.5274,0,0,0,0,0.191951886,2675.713623,115000,10958.9
t5974,588.7372,0,0,0,0,0.192494571,2873.862793,115000,10958.9
t5975,559.1962,0,0,0,0,0.194320127,2755.107422,115000,10958.9
t5976,533.4224,0,0,0,0,0.196145684,2609.888672,115000,10958.9
t5977,502.5699,0,0,0,0,0.19797124,2287.782959,115000,10958.9
t5978,492.3746,0,0,0,0,0.19904393,2388.271484,115000,10958.9
t5979,484.4898,0,0,0,0,0.200122476,2387.068848,115000,10958.9
t5980,476.4431,0,0,0,0,0.201201007,2249.976563,115000,10958.9
t5981,469.8263,0,0,0,0,0.20646438,2413.256836,115000,10958.9
t5982,491.7631,0,0,0,0,0.211727738,2508.553467,115000,10958.9
t5983,516.3058,213477.6,0,213477.6,0,0.216991097,2657.399902,115000,10958.9
t5984,503.9618,364807,0,364807,0,0.223282605,2910.954102,115000,10958.9
t5985,500.1627,730967.1,0,730967.1,0,0.229574114,3287.630615,115000,10958.9
t5986,493.056,914474.1,0,914474.1,0,0.235865623,3024.540527,115000,10958.9
t5987,478.4419,1356637,0,1356637,0,0.25048092,3405.341309,115000,10958.9
t5988,465.2347,1388010,0,1388010,0,0.265096217,3292.846436,115000,10958.9
t5989,464.9662,1187085,0,1187085,0,0.279711545,3351.105713,115000,10958.9
t5990,460.3988,894043.1,0,894043.1,0,0.299589515,3578.499023,115000,10958.9
t5991,471.3602,888068.4,0,888068.4,0,0.319467515,3519.124268,115000,10958.9
t5992,488.5636,508819.1,0,508819.1,0,0.339464605,3404.837646,115000,10958.9
t5993,495.5956,170787.7,0,170787.7,0,0.366126478,3457.458496,115000,10958.9
t5994,495.4576,53451.59,0,53451.59,0,0.388723165,3380.950684,115000,10958.9
t5995,540.0764,0,0,0,0,0.411319852,3415.988281,115000,10958.9
t5996,623.2351,0,0,0,0,0.432955742,4155.128906,115000,10958.9
t5997,607.788,0,0,0,0,0.454591632,4439.466309,115000,10958.9
t5998,568.7746,0,0,0,0,0.477226883,4564.803711,115000,10958.9
t5999,535.6491,0,0,0,0,0.500666976,3489.401367,115000,10958.9
t6000,514.3162,0,0,0,0,0.524107039,3489.353027,115000,10958.9
t6001,500.8328,0,0,0,0,0.547547102,3437.96875,115000,10958.9
t6002,490.006,0,0,0,0,0.545808017,3567.947998,115000,10958.9
t6003,486.2689,0,0,0,0,0.544068992,3284.067627,115000,10958.9
t6004,483.2794,0,0,0,0,0.54125005,2885.752197,115000,10958.9
t6005,477.7099,0,0,0,0,0.536364555,3115.739502,115000,10958.9
t6006,476.9489,0,0,0,0,0.531479001,3371.747314,115000,10958.9
t6007,475.0898,137932.6,0,137932.6,0,0.526593447,3375.841309,115000,10958.9
t6008,459.9625,293401.9,0,293401.9,0,0.522149503,3714.218506,115000,10958.9
t6009,450.0324,488528.2,0,488528.2,0,0.51770556,4101.644531,115000,10958.9
t6010,441.2453,937500.9,0,937500.9,0,0.513261616,3970.283691,115000,10958.9
t6011,444.7134,1319761,54.14449,1319761,54.14449,0.508496046,5000,115000,10958.9
t6012,457.2509,1196714,60.82201,1196714,60.82201,0.503730476,5000,115000,10958.9
t6013,432.4321,1510120,80.20226,1510120,80.20226,0.498964906,5000,115000,10958.9
t6014,431.811,1384921,97.86407,1384921,97.86407,0.496081591,5000,115000,10958.9
t6015,428.9349,1134490,56.1292,1134490,56.1292,0.493198305,5000,115000,10958.9
t6016,456.5648,839190.8,51.35574,839190.8,51.35574,0.489960432,5000,115000,10958.9
t6017,465.7729,378876.4,35.36943,378876.4,35.36943,0.497805357,5000,115000,10958.9
t6018,482.9534,62160.2,0,62160.2,0,0.505650342,5000,115000,10958.9
t6019,541.1117,0,0,0,0,0.513495266,5000,115000,10958.9
t6020,638.6396,0,0,0,0,0.533731759,5000,115000,10958.9
t6021,603.6866,0,0,0,0,0.553968251,5000,115000,10958.9
t6022,574.7278,0,0,0,0,0.574751675,5000,115000,10958.9
