,demand_R1,PV_B_R1,WindOnshore_B_R1,PV_N_R1,WindOnshore_N_R1,Wave_N_R1,WindOffshore_N_R1,demand_R2,PV_B_R2,WindOnshore_B_R2,PV_N_R2,WindOnshore_N_R2,Wave_N_R2,WindOffshore_N_R2,demand_R3,PV_B_R3,WindOnshore_B_R3,PV_N_R3,WindOnshore_N_R3,Wave_N_R3,WindOffshore_N_R3,demand_R4,PV_B_R4,WindOnshore_B_R4,PV_N_R4,WindOnshore_N_R4,Wave_N_R4,WindOffshore_N_R4
t8248,8.093404,2873.027,4500,2873.027,4500,236.3297194,1576.524536,8.093404,2873.027,4500,2873.027,4500,236.3297194,1576.524536,8.093404,2873.027,4500,2873.027,4500,236.3297194,1576.524536,8.093404,2873.027,4500,2873.027,4500,236.3297194,1576.524536
t8249,8.22594,1146.59,4500,1146.59,4500,234.4804257,1253.244629,8.22594,1146.59,4500,1146.59,4500,234.4804257,1253.244629,8.22594,1146.59,4500,1146.59,4500,234.4804257,1253.244629,8.22594,1146.59,4500,1146.59,4500,234.4804257,1253.244629
t8250,8.55649,642.9718,4500,642.9718,4500,232.1719378,910.7468872,8.55649,642.9718,4500,642.9718,4500,232.1719378,910.7468872,8.55649,642.9718,4500,642.9718,4500,232.1719378,910.7468872,8.55649,642.9718,4500,642.9718,4500,232.1719378,910.7468872
t8251,9.109066,272.3107,4500,272.3107,4500,229.8634499,1587.78125,9.109066,272.3107,4500,272.3107,4500,229.8634499,1587.78125,9.109066,272.3107,4500,272.3107,4500,229.8634499,1587.78125,9.109066,272.3107,4500,272.3107,4500,229.8634499,1587.78125
t8252,10.3957,0,4500,0,4500,229.1300297,1776.143555,10.3957,0,4500,0,4500,229.1300297,1776.143555,10.3957,0,4500,0,4500,229.1300297,1776.143555,10.3957,0,4500,0,4500,229.1300297,1776.143555
t8253,11.39872,0,2712.346,0,2712.346,228.3605486,1149.045532,11.39872,0,2712.346,0,2712.346,228.3605486,1149.045532,11.39872,0,2712.346,0,2712.346,228.3605486,1149.045532,11.39872,0,2712.346,0,2712.346,228.3605486,1149.045532
t8254,11.20026,0,505.0587,0,505.0587,227.5910676,535.067688,11.20026,0,505.0587,0,505.0587,227.5910676,535.067688,11.20026,0,505.0587,0,505.0587,227.5910676,535.067688,11.20026,0,505.0587,0,505.0587,227.5910676,535.067688
t8255,10.62356,0,122.1128,0,122.1128,223.4166116,149.5323029,10.62356,0,122.1128,0,122.1128,223.4166116,149.5323029,10.62356,0,122.1128,0,122.1128,223.4166116,149.5323029,10.62356,0,122.1128,0,122.1128,223.4166116,149.5323029
t8256,10.27474,0,0,0,0,219.2421407,398.5097656,10.27474,0,0,0,0,219.2421407,398.5097656,10.27474,0,0,0,0,219.2421407,398.5097656,10.27474,0,0,0,0,219.2421407,398.5097656
t8257,9.493835,0,0,0,0,215.0676847,728.2655029,9.493835,0,0,0,0,215.0676847,728.2655029,9.493835,0,0,0,0,215.0676847,728.2655029,9.493835,0,0,0,0,215.0676847,728.2655029
t8258,9.174398,0,166.4393,0,166.4393,213.7640417,866.6535034,9.174398,0,166.4393,0,166.4393,213.7640417,866.6535034,9.174398,0,166.4393,0,166.4393,213.7640417,866.6535034,9.174398,0,166.4393,0,166.4393,213.7640417,866.6535034
t8259,8.865847,0,2365.455,0,2365.455,212.4604136,588.7285767,8.865847,0,2365.455,0,2365.455,212.4604136,588.7285767,8.865847,0,2365.455,0,2365.455,212.4604136,588.7285767,8.865847,0,2365.455,0,2365.455,212.4604136,588.7285767
t8260,8.773217,0,1427.762,0,1427.762,211.1567855,478.9512939,8.773217,0,1427.762,0,1427.762,211.1567855,478.9512939,8.773217,0,1427.762,0,1427.762,211.1567855,478.9512939,8.773217,0,1427.762,0,1427.762,211.1567855,478.9512939
t8261,8.8148,0,1341.012,0,1341.012,210.5793506,623.2217407,8.8148,0,1341.012,0,1341.012,210.5793506,623.2217407,8.8148,0,1341.012,0,1341.012,210.5793506,623.2217407,8.8148,0,1341.012,0,1341.012,210.5793506,623.2217407
t8262,8.419687,0,640.9802,0,640.9802,210.0019306,469.726593,8.419687,0,640.9802,0,640.9802,210.0019306,469.726593,8.419687,0,640.9802,0,640.9802,210.0019306,469.726593,8.419687,0,640.9802,0,640.9802,210.0019306,469.726593
t8263,8.022926,198.4814,347.6701,198.4814,347.6701,209.4245106,442.079071,8.022926,198.4814,347.6701,198.4814,347.6701,209.4245106,442.079071,8.022926,198.4814,347.6701,198.4814,347.6701,209.4245106,442.079071,8.022926,198.4814,347.6701,198.4814,347.6701,209.4245106,442.079071
t8264,7.8573,823.504,284.0264,823.504,284.0264,210.2350295,434.0892944,7.8573,823.504,284.0264,823.504,284.0264,210.2350295,434.0892944,7.8573,823.504,284.0264,823.504,284.0264,210.2350295,434.0892944,7.8573,823.504,284.0264,823.504,284.0264,210.2350295,434.0892944
t8265,7.951932,1836.118,482.3129,1836.118,482.3129,211.0455334,406.9594116,7.951932,1836.118,482.3129,1836.118,482.3129,211.0455334,406.9594116,7.951932,1836.118,482.3129,1836.118,482.3129,211.0455334,406.9594116,7.951932,1836.118,482.3129,1836.118,482.3129,211.0455334,406.9594116
t8266,7.758767,1803.753,587.1118,1803.753,587.1118,211.8560523,216.9107666,7.758767,1803.753,587.1118,1803.753,587.1118,211.8560523,216.9107666,7.758767,1803.753,587.1118,1803.753,587.1118,211.8560523,216.9107666,7.758767,1803.753,587.1118,1803.753,587.1118,211.8560523,216.9107666
t8267,7.555754,2812.508,222.5117,2812.508,222.5117,209.5650285,277.3473206,7.555754,2812.508,222.5117,2812.508,222.5117,209.5650285,277.3473206,7.555754,2812.508,222.5117,2812.508,222.5117,209.5650285,277.3473206,7.555754,2812.508,222.5117,2812.508,222.5117,209.5650285,277.3473206
t8268,7.635551,1837.166,2480.177,1837.166,2480.177,207.2740048,737.0026855,7.635551,1837.166,2480.177,1837.166,2480.177,207.2740048,737.0026855,7.635551,1837.166,2480.177,1837.166,2480.177,207.2740048,737.0026855,7.635551,1837.166,2480.177,1837.166,2480.177,207.2740048,737.0026855
t8269,7.653624,1583.799,2256.751,1583.799,2256.751,204.9829811,1252.741577,7.653624,1583.799,2256.751,1583.799,2256.751,204.9829811,1252.741577,7.653624,1583.799,2256.751,1583.799,2256.751,204.9829811,1252.741577,7.653624,1583.799,2256.751,1583.799,2256.751,204.9829811,1252.741577
t8270,7.494046,1679.773,1037.088,1679.773,1037.088,204.2840421,1238.194946,7.494046,1679.773,1037.088,1679.773,1037.088,204.2840421,1238.194946,7.494046,1679.773,1037.088,1679.773,1037.088,204.2840421,1238.194946,7.494046,1679.773,1037.088,1679.773,1037.088,204.2840421,1238.194946
t8271,7.604457,2073.22,4500,2073.22,4500,203.6050409,1343.480591,7.604457,2073.22,4500,2073.22,4500,203.6050409,1343.480591,7.604457,2073.22,4500,2073.22,4500,203.6050409,1343.480591,7.604457,2073.22,4500,2073.22,4500,203.6050409,1343.480591
t8272,7.696932,2651.31,4167.965,2651.31,4167.965,202.9260546,1908.209473,7.696932,2651.31,4167.965,2651.31,4167.965,202.9260546,1908.209473,7.696932,2651.31,4167.965,2651.31,4167.965,202.9260546,1908.209473,7.696932,2651.31,4167.965,2651.31,4167.965,202.9260546,1908.209473
t8273,7.96258,1516.736,4500,1516.736,4500,204.4953406,2400.231934,7.96258,1516.736,4500,1516.736,4500,204.4953406,2400.231934,7.96258,1516.736,4500,1516.736,4500,204.4953406,2400.231934,7.96258,1516.736,4500,1516.736,4500,204.4953406,2400.231934
t8274,8.081729,923.5497,2007.808,923.5497,2007.808,206.0646266,2581.892578,8.081729,923.5497,2007.808,923.5497,2007.808,206.0646266,2581.892578,8.081729,923.5497,2007.808,923.5497,2007.808,206.0646266,2581.892578,8.081729,923.5497,2007.808,923.5497,2007.808,206.0646266,2581.892578
t8275,8.391491,255.1839,3527.902,255.1839,3527.902,207.7292502,2780.353027,8.391491,255.1839,3527.902,255.1839,3527.902,207.7292502,2780.353027,8.391491,255.1839,3527.902,255.1839,3527.902,207.7292502,2780.353027,8.391491,255.1839,3527.902,255.1839,3527.902,207.7292502,2780.353027
t8276,9.532543,0,1872.396,0,1872.396,217.9352641,3162.34375,9.532543,0,1872.396,0,1872.396,217.9352641,3162.34375,9.532543,0,1872.396,0,1872.396,217.9352641,3162.34375,9.532543,0,1872.396,0,1872.396,217.9352641,3162.34375
t8277,10.31321,0,1953.042,0,1953.042,228.1412929,3731.400391,10.31321,0,1953.042,0,1953.042,228.1412929,3731.400391,10.31321,0,1953.042,0,1953.042,228.1412929,3731.400391,10.31321,0,1953.042,0,1953.042,228.1412929,3731.400391
t8278,10.14536,0,4376.098,0,4376.098,238.2124066,3968.587402,10.14536,0,4376.098,0,4376.098,238.2124066,3968.587402,10.14536,0,4376.098,0,4376.098,238.2124066,3968.587402,10.14536,0,4376.098,0,4376.098,238.2124066,3968.587402
t8279,9.739355,0,1398.968,0,1398.968,236.7291898,3845.254395,9.739355,0,1398.968,0,1398.968,236.7291898,3845.254395,9.739355,0,1398.968,0,1398.968,236.7291898,3845.254395,9.739355,0,1398.968,0,1398.968,236.7291898,3845.254395
t8280,9.288849,0,1954.752,0,1954.752,235.2351099,4325.373047,9.288849,0,1954.752,0,1954.752,235.2351099,4325.373047,9.288849,0,1954.752,0,1954.752,235.2351099,4325.373047,9.288849,0,1954.752,0,1954.752,235.2351099,4325.373047
t8281,8.954302,0,149.8945,0,149.8945,233.6790264,4378.675781,8.954302,0,149.8945,0,149.8945,233.6790264,4378.675781,8.954302,0,149.8945,0,149.8945,233.6790264,4378.675781,8.954302,0,149.8945,0,149.8945,233.6790264,4378.675781
t8282,8.857523,0,117.989,0,117.989,232.7699512,4033.293945,8.857523,0,117.989,0,117.989,232.7699512,4033.293945,8.857523,0,117.989,0,117.989,232.7699512,4033.293945,8.857523,0,117.989,0,117.989,232.7699512,4033.293945
t8283,8.740808,0,225.8065,0,225.8065,231.860891,3835.309814,8.740808,0,225.8065,0,225.8065,231.860891,3835.309814,8.740808,0,225.8065,0,225.8065,231.860891,3835.309814,8.740808,0,225.8065,0,225.8065,231.860891,3835.309814
t8284,8.597021,0,808.8482,0,808.8482,230.9518307,3836.547607,8.597021,0,808.8482,0,808.8482,230.9518307,3836.547607,8.597021,0,808.8482,0,808.8482,230.9518307,3836.547607,8.597021,0,808.8482,0,808.8482,230.9518307,3836.547607
t8285,8.453081,0,610.5526,0,610.5526,231.4968407,3474.478271,8.453081,0,610.5526,0,610.5526,231.4968407,3474.478271,8.453081,0,610.5526,0,610.5526,231.4968407,3474.478271,8.453081,0,610.5526,0,610.5526,231.4968407,3474.478271
t8286,8.536075,0,327.3643,0,327.3643,232.0418507,2895.068115,8.536075,0,327.3643,0,327.3643,232.0418507,2895.068115,8.536075,0,327.3643,0,327.3643,232.0418507,2895.068115,8.536075,0,327.3643,0,327.3643,232.0418507,2895.068115
t8287,8.269206,211.904,240.7356,211.904,240.7356,232.5868607,2116.492676,8.269206,211.904,240.7356,211.904,240.7356,232.5868607,2116.492676,8.269206,211.904,240.7356,211.904,240.7356,232.5868607,2116.492676,8.269206,211.904,240.7356,211.904,240.7356,232.5868607,2116.492676
t8288,8.547544,344.5081,638.3339,344.5081,638.3339,240.6230718,1490.84436,8.547544,344.5081,638.3339,344.5081,638.3339,240.6230718,1490.84436,8.547544,344.5081,638.3339,344.5081,638.3339,240.6230718,1490.84436,8.547544,344.5081,638.3339,344.5081,638.3339,240.6230718,1490.84436
t8289,9.388229,450.1407,378.3344,450.1407,378.3344,248.6592829,1108.143921,9.388229,450.1407,378.3344,450.1407,378.3344,248.6592829,1108.143921,9.388229,450.1407,378.3344,450.1407,378.3344,248.6592829,1108.143921,9.388229,450.1407,378.3344,450.1407,378.3344,248.6592829,1108.143921
t8290,9.985186,443.4184,953.4569,443.4184,953.4569,256.6954792,926.9307251,9.985186,443.4184,953.4569,443.4184,953.4569,256.6954792,926.9307251,9.985186,443.4184,953.4569,443.4184,953.4569,256.6954792,926.9307251,9.985186,443.4184,953.4569,443.4184,953.4569,256.6954792,926.9307251
t8291,10.48133,521.063,2633.894,521.063,2633.894,263.2805705,888.7985229,10.48133,521.063,2633.894,521.063,2633.894,263.2805705,888.7985229,10.48133,521.063,2633.894,521.063,2633.894,263.2805705,888.7985229,10.48133,521.063,2633.894,521.063,2633.894,263.2805705,888.7985229
t8292,10.1144,1448.655,1138.186,1448.655,1138.186,269.8656321,834.7987671,10.1144,1448.655,1138.186,1448.655,1138.186,269.8656321,834.7987671,10.1144,1448.655,1138.186,1448.655,1138.186,269.8656321,834.7987671,10.1144,1448.655,1138.186,1448.655,1138.186,269.8656321,834.7987671
t8293,9.617509,486.0734,4500,486.0734,4500,276.4506936,656.4413452,9.617509,486.0734,4500,486.0734,4500,276.4506936,656.4413452,9.617509,486.0734,4500,486.0734,4500,276.4506936,656.4413452,9.617509,486.0734,4500,486.0734,4500,276.4506936,656.4413452
t8294,10.28504,465.6021,4500,465.6021,4500,278.9855897,605.8858643,10.28504,465.6021,4500,465.6021,4500,278.9855897,605.8858643,10.28504,465.6021,4500,465.6021,4500,278.9855897,605.8858643,10.28504,465.6021,4500,465.6021,4500,278.9855897,605.8858643
t8295,10.46294,208.1998,3730.799,208.1998,3730.799,281.7637026,641.4550781,10.46294,208.1998,3730.799,208.1998,3730.799,281.7637026,641.4550781,10.46294,208.1998,3730.799,208.1998,3730.799,281.7637026,641.4550781,10.46294,208.1998,3730.799,208.1998,3730.799,281.7637026,641.4550781
t8296,10.46004,35.30668,4500,35.30668,4500,284.5418155,716.0305786,10.46004,35.30668,4500,35.30668,4500,284.5418155,716.0305786,10.46004,35.30668,4500,35.30668,4500,284.5418155,716.0305786,10.46004,35.30668,4500,35.30668,4500,284.5418155,716.0305786
t8297,9.817702,310.6294,4500,310.6294,4500,288.5462046,745.2364502,9.817702,310.6294,4500,310.6294,4500,288.5462046,745.2364502,9.817702,310.6294,4500,310.6294,4500,288.5462046,745.2364502,9.817702,310.6294,4500,310.6294,4500,288.5462046,745.2364502
t8298,9.150526,716.6694,4500,716.6694,4500,292.6749885,810.7384033,9.150526,716.6694,4500,716.6694,4500,292.6749885,810.7384033,9.150526,716.6694,4500,716.6694,4500,292.6749885,810.7384033,9.150526,716.6694,4500,716.6694,4500,292.6749885,810.7384033
t8299,9.183385,280.9125,4500,280.9125,4500,297.3048091,926.2860107,9.183385,280.9125,4500,280.9125,4500,297.3048091,926.2860107,9.183385,280.9125,4500,280.9125,4500,297.3048091,926.2860107,9.183385,280.9125,4500,280.9125,4500,297.3048091,926.2860107
t8300,10.29347,0,3027.364,0,3027.364,300.5207181,1203.568604,10.29347,0,3027.364,0,3027.364,300.5207181,1203.568604,10.29347,0,3027.364,0,3027.364,300.5207181,1203.568604,10.29347,0,3027.364,0,3027.364,300.5207181,1203.568604
t8301,11.45487,0,618.9056,0,618.9056,303.7365973,1576.392212,11.45487,0,618.9056,0,618.9056,303.7365973,1576.392212,11.45487,0,618.9056,0,618.9056,303.7365973,1576.392212,11.45487,0,618.9056,0,618.9056,303.7365973,1576.392212
t8302,10.91735,0,359.4859,0,359.4859,306.9524765,1555.402832,10.91735,0,359.4859,0,359.4859,306.9524765,1555.402832,10.91735,0,359.4859,0,359.4859,306.9524765,1555.402832,10.91735,0,359.4859,0,359.4859,306.9524765,1555.402832
t8303,10.05209,0,671.8428,0,671.8428,310.4536831,1453.189575,10.05209,0,671.8428,0,671.8428,310.4536831,1453.189575,10.05209,0,671.8428,0,671.8428,310.4536831,1453.189575,10.05209,0,671.8428,0,671.8428,310.4536831,1453.189575
t8304,9.294996,0,484.1392,0,484.1392,313.9548898,1261.285645,9.294996,0,484.1392,0,484.1392,313.9548898,1261.285645,9.294996,0,484.1392,0,484.1392,313.9548898,1261.285645,9.294996,0,484.1392,0,484.1392,313.9548898,1261.285645
t8305,8.767119,0,805.9131,0,805.9131,317.4560666,1090.477661,8.767119,0,805.9131,0,805.9131,317.4560666,1090.477661,8.767119,0,805.9131,0,805.9131,317.4560666,1090.477661,8.767119,0,805.9131,0,805.9131,317.4560666,1090.477661
t8306,8.491192,0,2269.17,0,2269.17,312.6318157,898.8757324,8.491192,0,2269.17,0,2269.17,312.6318157,898.8757324,8.491192,0,2269.17,0,2269.17,312.6318157,898.8757324,8.491192,0,2269.17,0,2269.17,312.6318157,898.8757324
t8307,8.35627,0,804.7974,0,804.7974,307.8075647,752.2655029,8.35627,0,804.7974,0,804.7974,307.8075647,752.2655029,8.35627,0,804.7974,0,804.7974,307.8075647,752.2655029,8.35627,0,804.7974,0,804.7974,307.8075647,752.2655029
t8308,8.301737,0,1110.326,0,1110.326,302.9833138,562.1477661,8.301737,0,1110.326,0,1110.326,302.9833138,562.1477661,8.301737,0,1110.326,0,1110.326,302.9833138,562.1477661,8.301737,0,1110.326,0,1110.326,302.9833138,562.1477661
t8309,8.248086,0,4230.915,0,4230.915,302.7479053,361.8707275,8.248086,0,4230.915,0,4230.915,302.7479053,361.8707275,8.248086,0,4230.915,0,4230.915,302.7479053,361.8707275,8.248086,0,4230.915,0,4230.915,302.7479053,361.8707275
t8310,8.290463,0,3099.523,0,3099.523,302.5124967,361.3218384,8.290463,0,3099.523,0,3099.523,302.5124967,361.3218384,8.290463,0,3099.523,0,3099.523,302.5124967,361.3218384,8.290463,0,3099.523,0,3099.523,302.5124967,361.3218384
t8311,8.061267,140.5678,877.1125,140.5678,877.1125,302.2770882,434.3935547,8.061267,140.5678,877.1125,140.5678,877.1125,302.2770882,434.3935547,8.061267,140.5678,877.1125,140.5678,877.1125,302.2770882,434.3935547,8.061267,140.5678,877.1125,140.5678,877.1125,302.2770882,434.3935547
t8312,8.121941,966.0166,4500,966.0166,4500,301.6694188,446.789978,8.121941,966.0166,4500,966.0166,4500,301.6694188,446.789978,8.121941,966.0166,4500,966.0166,4500,301.6694188,446.789978,8.121941,966.0166,4500,966.0166,4500,301.6694188,446.789978
t8313,9.197651,2052.222,3931.761,2052.222,3931.761,301.0617495,403.6047974,9.197651,2052.222,3931.761,2052.222,3931.761,301.0617495,403.6047974,9.197651,2052.222,3931.761,2052.222,3931.761,301.0617495,403.6047974,9.197651,2052.222,3931.761,2052.222,3931.761,301.0617495,403.6047974
t8314,10.29629,2520.044,4500,2520.044,4500,300.4540801,461.4765015,10.29629,2520.044,4500,2520.044,4500,300.4540801,461.4765015,10.29629,2520.044,4500,2520.044,4500,300.4540801,461.4765015,10.29629,2520.044,4500,2520.044,4500,300.4540801,461.4765015
t8315,10.04312,3102.121,4500,3102.121,4500,294.0481901,460.0229492,10.04312,3102.121,4500,3102.121,4500,294.0481901,460.0229492,10.04312,3102.121,4500,3102.121,4500,294.0481901,460.0229492,10.04312,3102.121,4500,3102.121,4500,294.0481901,460.0229492
t8316,10.08361,3554.947,4500,3554.947,4500,287.8753543,544.3781738,10.08361,3554.947,4500,3554.947,4500,287.8753543,544.3781738,10.08361,3554.947,4500,3554.947,4500,287.8753543,544.3781738,10.08361,3554.947,4500,3554.947,4500,287.8753543,544.3781738
t8317,10.0065,3621.071,4500,3621.071,4500,282.302916,565.9981689,10.0065,3621.071,4500,3621.071,4500,282.302916,565.9981689,10.0065,3621.071,4500,3621.071,4500,282.302916,565.9981689,10.0065,3621.071,4500,3621.071,4500,282.302916,565.9981689
t8318,10.30286,2756.586,4500,2756.586,4500,280.5091143,496.5818481,10.30286,2756.586,4500,2756.586,4500,280.5091143,496.5818481,10.30286,2756.586,4500,2756.586,4500,280.5091143,496.5818481,10.30286,2756.586,4500,2756.586,4500,280.5091143,496.5818481
t8319,10.83155,3205.785,4423.242,3205.785,4423.242,278.7153423,486.6805725,10.83155,3205.785,4423.242,3205.785,4423.242,278.7153423,486.6805725,10.83155,3205.785,4423.242,3205.785,4423.242,278.7153423,486.6805725,10.83155,3205.785,4423.242,3205.785,4423.242,278.7153423,486.6805725
t8320,10.91215,2768.232,2584.582,2768.232,2584.582,276.9215405,552.5015869,10.91215,2768.232,2584.582,2768.232,2584.582,276.9215405,552.5015869,10.91215,2768.232,2584.582,2768.232,2584.582,276.9215405,552.5015869,10.91215,2768.232,2584.582,2768.232,2584.582,276.9215405,552.5015869
t8321,10.10895,1847.414,868.6873,1847.414,868.6873,278.0611515,653.3416748,10.10895,1847.414,868.6873,1847.414,868.6873,278.0611515,653.3416748,10.10895,1847.414,868.6873,1847.414,868.6873,278.0611515,653.3416748,10.10895,1847.414,868.6873,1847.414,868.6873,278.0611515,653.3416748
t8322,9.49946,955.3158,340.3335,955.3158,340.3335,279.2007327,763.932373,9.49946,955.3158,340.3335,955.3158,340.3335,279.2007327,763.932373,9.49946,955.3158,340.3335,955.3158,340.3335,279.2007327,763.932373,9.49946,955.3158,340.3335,955.3158,340.3335,279.2007327,763.932373
t8323,9.515569,204.3226,581.3249,204.3226,581.3249,280.3403139,1013.805237,9.515569,204.3226,581.3249,204.3226,581.3249,280.3403139,1013.805237,9.515569,204.3226,581.3249,204.3226,581.3249,280.3403139,1013.805237,9.515569,204.3226,581.3249,204.3226,581.3249,280.3403139,1013.805237
t8324,10.36902,0,1245.549,0,1245.549,275.5022645,1235.802979,10.36902,0,1245.549,0,1245.549,275.5022645,1235.802979,10.36902,0,1245.549,0,1245.549,275.5022645,1235.802979,10.36902,0,1245.549,0,1245.549,275.5022645,1235.802979
t8325,11.20026,0,2667.814,0,2667.814,270.6641853,1438.376343,11.20026,0,2667.814,0,2667.814,270.6641853,1438.376343,11.20026,0,2667.814,0,2667.814,270.6641853,1438.376343,11.20026,0,2667.814,0,2667.814,270.6641853,1438.376343
t8326,10.6674,0,2687.469,0,2687.469,265.8261359,1497.767456,10.6674,0,2687.469,0,2687.469,265.8261359,1497.767456,10.6674,0,2687.469,0,2687.469,265.8261359,1497.767456,10.6674,0,2687.469,0,2687.469,265.8261359,1497.767456
t8327,10.99272,0,4500,0,4500,260.2738142,1631.754028,10.99272,0,4500,0,4500,260.2738142,1631.754028,10.99272,0,4500,0,4500,260.2738142,1631.754028,10.99272,0,4500,0,4500,260.2738142,1631.754028
t8328,10.38616,0,4500,0,4500,254.7214925,1732.756958,10.38616,0,4500,0,4500,254.7214925,1732.756958,10.38616,0,4500,0,4500,254.7214925,1732.756958,10.38616,0,4500,0,4500,254.7214925,1732.756958
t8329,9.643128,0,4500,0,4500,249.169156,1892.087891,9.643128,0,4500,0,4500,249.169156,1892.087891,9.643128,0,4500,0,4500,249.169156,1892.087891,9.643128,0,4500,0,4500,249.169156,1892.087891
t8330,9.347592,0,4500,0,4500,243.3630079,2127.274902,9.347592,0,4500,0,4500,243.3630079,2127.274902,9.347592,0,4500,0,4500,243.3630079,2127.274902,9.347592,0,4500,0,4500,243.3630079,2127.274902
t8331,9.174398,0,4500,0,4500,237.4746352,2412.55542,9.174398,0,4500,0,4500,237.4746352,2412.55542,9.174398,0,4500,0,4500,237.4746352,2412.55542,9.174398,0,4500,0,4500,237.4746352,2412.55542
t8332,9.09803,0,2963.355,0,2963.355,231.5624803,2796.184814,9.09803,0,2963.355,0,2963.355,231.5624803,2796.184814,9.09803,0,2963.355,0,2963.355,231.5624803,2796.184814,9.09803,0,2963.355,0,2963.355,231.5624803,2796.184814
t8333,9.051261,0,4500,0,4500,231.1510891,3062.281738,9.051261,0,4500,0,4500,231.1510891,3062.281738,9.051261,0,4500,0,4500,231.1510891,3062.281738,9.051261,0,4500,0,4500,231.1510891,3062.281738
t8334,9.083358,0,3941.759,0,3941.759,230.7396978,3023.166016,9.083358,0,3941.759,0,3941.759,230.7396978,3023.166016,9.083358,0,3941.759,0,3941.759,230.7396978,3023.166016,9.083358,0,3941.759,0,3941.759,230.7396978,3023.166016
t8335,8.748885,165.6618,4500,165.6618,4500,230.3283066,2903.682861,8.748885,165.6618,4500,165.6618,4500,230.3283066,2903.682861,8.748885,165.6618,4500,165.6618,4500,230.3283066,2903.682861,8.748885,165.6618,4500,165.6618,4500,230.3283066,2903.682861
t8336,9.214985,844.325,4126.04,844.325,4126.04,235.9628826,2806.80249,9.214985,844.325,4126.04,844.325,4126.04,235.9628826,2806.80249,9.214985,844.325,4126.04,844.325,4126.04,235.9628826,2806.80249,9.214985,844.325,4126.04,844.325,4126.04,235.9628826,2806.80249
t8337,10.13897,2016.3,4500,2016.3,4500,241.5699363,2599.56958,10.13897,2016.3,4500,2016.3,4500,241.5699363,2599.56958,10.13897,2016.3,4500,2016.3,4500,241.5699363,2599.56958,10.13897,2016.3,4500,2016.3,4500,241.5699363,2599.56958
t8338,9.522028,3056.312,4500,3056.312,4500,247.1769899,2514.841797,9.522028,3056.312,4500,3056.312,4500,247.1769899,2514.841797,9.522028,3056.312,4500,3056.312,4500,247.1769899,2514.841797,9.522028,3056.312,4500,3056.312,4500,247.1769899,2514.841797
t8339,9.753741,3739.031,4500,3739.031,4500,247.1579015,2452.095459,9.753741,3739.031,4500,3739.031,4500,247.1579015,2452.095459,9.753741,3739.031,4500,3739.031,4500,247.1579015,2452.095459,9.753741,3739.031,4500,3739.031,4500,247.1579015,2452.095459
t8340,10.41004,4158.899,4500,4158.899,4500,247.1388131,2136.284912,10.41004,4158.899,4500,4158.899,4500,247.1388131,2136.284912,10.41004,4158.899,4500,4158.899,4500,247.1388131,2136.284912,10.41004,4158.899,4500,4158.899,4500,247.1388131,2136.284912
t8341,9.517183,3068.705,4500,3068.705,4500,247.1197397,2027.713745,9.517183,3068.705,4500,3068.705,4500,247.1197397,2027.713745,9.517183,3068.705,4500,3068.705,4500,247.1197397,2027.713745,9.517183,3068.705,4500,3068.705,4500,247.1197397,2027.713745
t8342,9.692262,2559.783,4500,2559.783,4500,241.3392514,2013.004395,9.692262,2559.783,4500,2559.783,4500,241.3392514,2013.004395,9.692262,2559.783,4500,2559.783,4500,241.3392514,2013.004395,9.692262,2559.783,4500,2559.783,4500,241.3392514,2013.004395
t8343,9.919116,2943.044,4500,2943.044,4500,235.558778,2037.139404,9.919116,2943.044,4500,2943.044,4500,235.558778,2037.139404,9.919116,2943.044,4500,2943.044,4500,235.558778,2037.139404,9.919116,2943.044,4500,2943.044,4500,235.558778,2037.139404
t8344,10.53097,2372.766,4500,2372.766,4500,229.7783047,2071.941895,10.53097,2372.766,4500,2372.766,4500,229.7783047,2071.941895,10.53097,2372.766,4500,2372.766,4500,229.7783047,2071.941895,10.53097,2372.766,4500,2372.766,4500,229.7783047,2071.941895
t8345,10.68041,1629.615,4500,1629.615,4500,225.179866,2175.093506,10.68041,1629.615,4500,1629.615,4500,225.179866,2175.093506,10.68041,1629.615,4500,1629.615,4500,225.179866,2175.093506,10.68041,1629.615,4500,1629.615,4500,225.179866,2175.093506
t8346,10.1903,274.1045,4500,274.1045,4500,220.5814123,2293.055176,10.1903,274.1045,4500,274.1045,4500,220.5814123,2293.055176,10.1903,274.1045,4500,274.1045,4500,220.5814123,2293.055176,10.1903,274.1045,4500,274.1045,4500,220.5814123,2293.055176
t8347,10.23561,156.2817,4500,156.2817,4500,215.9829736,2433.388916,10.23561,156.2817,4500,156.2817,4500,215.9829736,2433.388916,10.23561,156.2817,4500,156.2817,4500,215.9829736,2433.388916,10.23561,156.2817,4500,156.2817,4500,215.9829736,2433.388916
t8348,10.95493,0,4500,0,4500,213.21778,2513.138672,10.95493,0,4500,0,4500,213.21778,2513.138672,10.95493,0,4500,0,4500,213.21778,2513.138672,10.95493,0,4500,0,4500,213.21778,2513.138672
t8349,11.0318,0,4176.463,0,4176.463,210.606873,2731.459229,11.0318,0,4176.463,0,4176.463,210.606873,2731.459229,11.0318,0,4176.463,0,4176.463,210.606873,2731.459229,11.0318,0,4176.463,0,4176.463,210.606873,2731.459229
