,demand_R1,PV_B,WindOnshore_B,PV_N,WindOnshore_N,Wave_N,WindOffshore_N,demand_R2
t5099,9.296534,907.1813,295.9043,907.1813,295.9043,274.868995,3481.096924,48482
t5100,9.251381,848.6443,520.7864,848.6443,520.7864,269.9066401,3336.209473,49327
t5101,9.55934,820.2465,1029.873,820.2465,1029.873,264.9442852,3320.64209,46760
t5102,9.457834,596.3742,306.167,596.3742,306.167,259.542346,3258.029541,44841
t5103,9.259765,745.4444,251.9883,745.4444,251.9883,254.1404366,3579.658447,44141
t5104,9.159463,698.4013,0,698.4013,0,248.7385124,3484.812744,43244
t5105,8.937303,570.3598,536.8937,570.3598,536.8937,243.8174039,3370.448975,42611
t5106,9.148295,499.7401,0,499.7401,0,238.8962954,3131.508301,43466
t5107,10.6724,0,0,0,0,233.9751869,2996.004395,43604
t5108,11.89778,0,0,0,0,229.7588885,3046.377197,42936
t5109,11.61105,0,0,0,0,225.5362421,2965.341064,40940
t5110,10.86449,0,0,0,0,221.1661041,2911.791016,40480
t5111,9.970137,0,0,0,0,217.0405984,2285.180908,39240
t5112,9.193893,0,0,0,0,213.0043954,2120.476318,36345
t5113,8.736104,0,0,0,0,209.1533244,2217.8396,33885
t5114,8.550736,0,0,0,0,206.9631964,2414.500732,32470
t5115,8.441294,0,0,0,0,204.6214789,2631.368896,31390
t5116,8.344811,0,0,0,0,202.2797465,2774.942139,30897
t5117,8.315437,0,0,0,0,201.0249197,3203.536133,30584
t5118,8.411694,0,0,0,0,199.7241527,3263.036865,30226
t5119,9.04255,0,0,0,0,198.3682215,3143.904053,30663
t5120,9.22103,15.14281,459.97,15.14281,459.97,197.8879422,3138.565918,32997
t5121,9.107594,250.9644,4500,250.9644,4500,197.4076778,2938.552734,36050
t5122,9.149782,555.3983,4500,555.3983,4500,196.9206184,2573.649414,38817
t5123,9.285011,446.0259,4500,446.0259,4500,195.6965625,2017.953857,40851
t5124,8.966386,443.9251,4500,443.9251,4500,194.4725215,1683.233765,42048
t5125,8.780003,533.0978,4500,533.0978,4500,193.2484657,1536.953613,41764
t5126,8.748885,641.0828,4500,641.0828,4500,193.2223439,1614.167603,40683
t5127,9.348369,565.9266,4500,565.9266,4500,193.1517422,1643.858276,39699
t5128,9.149782,251.5363,2967.146,251.5363,2967.146,193.0811405,1713.293091,39085
t5129,9.441922,206.7168,3467.736,206.7168,3467.736,193.7175542,1836.895874,39018
t5130,9.38117,97.65467,4500,97.65467,4500,194.3539679,1682.030396,39900
t5131,10.69546,0,4354.144,0,4354.144,194.9903667,1667.61792,40820
t5132,12.27712,0,2547.705,0,2547.705,194.900766,1838.9646,41196
t5133,11.74246,0,2962.113,0,2962.113,194.8111653,1976.800537,40824
t5134,10.92881,0,3028.399,0,3028.399,194.7215647,1811.456421,41352
t5135,9.852148,0,4500,0,4500,193.2683885,1475.439697,41157
t5136,9.169912,0,4500,0,4500,191.8152124,1534.737549,38246
t5137,8.656369,0,4500,0,4500,190.3620362,1683.326416,35907
t5138,8.423381,0,4500,0,4500,190.6614155,1952.149414,34514
t5139,8.278637,0,4500,0,4500,190.9608096,2132.786133,33921
t5140,8.197604,0,4500,0,4500,191.2601888,2253.432373,34131
t5141,8.194152,0,4309.197,0,4309.197,192.8286701,2436.361816,35028
t5142,8.373228,0,4302.093,0,4302.093,194.3971366,2471.045166,37740
t5143,9.114965,0,4500,0,4500,195.9656179,2427.70752,44615
t5144,9.055624,676.7286,4500,676.7286,4500,194.6581453,2543.088135,50018
t5145,8.682099,1676.551,4500,1676.551,4500,193.3506727,2667.797852,53168
t5146,8.536712,2869.35,4500,2869.35,4500,192.0432001,2702.754639,54924
t5147,8.398824,3175.025,4500,3175.025,4500,186.5013838,2349.922363,56801
t5148,8.608685,3807.02,4500,3807.02,4500,180.6627363,2411.63208,58227
t5149,8.116325,4174.945,4500,4174.945,4500,174.8240888,2509.606445,57898
t5150,8.220137,4268.716,4500,4268.716,4500,173.8565564,2670.019043,57284
t5151,8.255697,3619.04,4418.414,3619.04,4418.414,172.8396714,2775.952881,56548
t5152,8.532896,2193.321,1937.526,2193.321,1937.526,171.8227863,3071.286621,55791
t5153,8.804533,1557.06,339.0809,1557.06,339.0809,173.6869216,3236.603271,54524
t5154,9.046178,616.5076,504.4317,616.5076,504.4317,175.5510569,3313.432861,53718
t5155,10.30098,0,0,0,0,177.4151921,3787.875244,52719
t5156,11.94224,0,174.4875,0,174.4875,182.8431338,4322.439453,51736
t5157,11.45261,0,426.5653,0,426.5653,188.2710904,4068.761475,49566
t5158,10.55447,0,0,0,0,193.6990321,3814.4375,48528
t5159,9.619981,0,0,0,0,193.959251,3426.360352,46019
t5160,8.847836,0,0,0,0,194.21947,2922.79541,42413
t5161,8.404334,0,0,0,0,194.479689,2794.019287,39690
t5162,8.248671,0,0,0,0,194.6242005,2429.590088,37972
t5163,8.103446,0,0,0,0,194.768697,2074.86377,36909
t5164,8.034378,0,0,0,0,194.9132085,2192.071289,37156
t5165,8.018575,0,0,0,0,197.6687312,2221.393799,37855
t5166,8.207984,0,0,0,0,200.4242539,2356.723877,40479
t5167,8.85891,0,754.3859,0,754.3859,203.1797767,2292.615479,46244
t5168,8.876275,698.1523,1358.922,698.1523,1358.922,206.8197131,2319.825684,51625
t5169,8.58862,1658.554,0,1658.554,0,210.4596496,2329.662598,54685
t5170,8.330391,2885.668,145.1057,2885.668,145.1057,214.1105086,2976.762207,55559
t5171,8.180379,3220.648,1191.575,3220.648,1191.575,217.6304907,2659.599854,56833
t5172,8.184964,3699.956,1057.038,3699.956,1057.038,221.1504728,2610.013672,58187
t5173,8.128694,4105.874,1023.213,4105.874,1023.213,224.6704698,2967.200684,58000
t5174,8.487426,3868.422,4097.931,3868.422,4097.931,232.4225307,3149.796387,58995
t5175,8.541168,3971.479,4258.508,3971.479,4258.508,240.1745915,3194.596924,57681
t5176,8.634737,3425.971,4500,3425.971,4500,247.9266673,3168.356689,55881
t5177,8.945085,2327.503,4500,2327.503,4500,252.1845698,4841.437988,55148
t5178,9.320443,1131.875,4500,1131.875,4500,256.4424574,5000,54574
t5179,10.63349,0,1770.619,0,1770.619,260.700345,5000,54172
t5180,12.0735,0,4407.802,0,4407.802,258.8827908,5000,53162
t5181,11.51602,0,2615.263,0,2615.263,257.0652068,5000,50924
t5182,10.64743,0,1320.577,0,1320.577,255.2476525,5000,49617
t5183,9.72754,0,1619.116,0,1619.116,250.9447336,4147.278809,46628
t5184,9.076773,0,369.6905,0,369.6905,246.4005053,4338.744141,42766
t5185,8.586039,0,0,0,0,241.8562621,5000,40032
t5186,8.378088,0,342.4756,0,342.4756,241.6101992,5000,38133
t5187,8.255111,0,1883.269,0,1883.269,241.3641363,3514.910645,37172
t5188,8.205098,0,877.88,0,877.88,241.1180586,2836.509033,37110
t5189,8.231172,0,4500,0,4500,238.1362021,3540.224854,38154
t5190,8.40556,0,4302.068,0,4302.068,235.0410819,3968.68457,40562
t5191,9.079699,0,3805.368,0,3805.368,231.8642139,4798.660645,46072
t5192,8.994245,831.08,4347.058,831.08,4347.058,228.4457237,4988.702637,51118
t5193,8.62299,1589.416,1609.717,1589.416,1609.717,225.0272483,4381.402344,53973
t5194,8.458056,2069.21,3318.755,2069.21,3318.755,221.6087729,3607.181641,55018
t5195,8.423381,3318.332,4500,3318.332,4500,218.5656577,3351.71582,56494
t5196,8.191278,3547.553,4500,3547.553,4500,215.5225426,3285.733887,58304
t5197,8.179807,3733.636,4500,3733.636,4500,212.4794275,3700.09668,58136
t5198,8.190129,2914.237,4448.821,2914.237,4448.821,210.4464322,5000,57318
t5199,8.14904,2553.229,4115.208,2553.229,4115.208,208.4134221,4321.418945,56421
t5200,8.561611,2266.925,4500,2266.925,4500,206.3804269,2656.427246,55120
t5201,8.716012,1752.263,4500,1752.263,4500,204.1136175,2942.585693,53371
t5202,9.03458,1100.137,4500,1100.137,4500,201.907739,3467.03833,52981
t5203,10.16183,0,1503.409,0,1503.409,199.8028159,4017.689697,52567
t5204,11.63645,0,1744.191,0,1744.191,212.3313099,4248.717773,51498
t5205,11.10853,0,960.9487,0,960.9487,200.2085894,3564.321777,49417
t5206,10.52999,0,1924.04,0,1924.04,192.2506392,3384.795654,48843
t5207,9.776674,0,1184.441,0,1184.441,193.9880848,4632.454102,46430
t5208,9.1617,0,1264.057,0,1264.057,195.7255155,4563.289551,42617
t5209,8.636045,0,1884.997,0,1884.997,197.4627227,5000,40202
t5210,8.336992,0,1292.824,0,1292.824,195.8188713,5000,38696
t5211,8.190704,0,3523.664,0,3523.664,194.1747814,5000,37980
t5212,8.110719,0,1243.559,0,1243.559,192.5307065,5000,37737
t5213,8.092847,0,0,0,0,190.9873933,5000,38553
t5214,8.143375,0,476.8944,0,476.8944,189.4440949,5000,41069
t5215,8.278047,0,1284.563,0,1284.563,187.6960397,5000,46439
t5216,8.152444,827.2986,2315.127,827.2986,2315.127,185.7654154,5000,51367
t5217,8.205675,1643.194,1944.334,1643.194,1944.334,184.1525286,5000,54280
t5218,8.032193,2031.53,728.5336,2031.53,728.5336,182.539627,5000,55759
t5219,7.732583,3022.357,1196.094,3022.357,1196.094,181.757912,4570.208496,57393
t5220,7.729635,3597.805,3409.055,3597.805,3409.055,180.9761822,3747.912842,58908
t5221,7.48376,4088.031,4500,4088.031,4500,180.1944524,2896.777832,58529
t5222,7.544296,3893.166,4500,3893.166,4500,187.0972067,2398.094727,57715
t5223,7.667501,3529.082,4500,3529.082,4500,189.4084513,2075.974609,57543
t5224,7.961514,2440.215,2083.39,2440.215,2083.39,185.138762,2274.201904,56519
t5225,8.477399,1971.853,4381.835,1971.853,4381.835,187.2194111,2737.1875,55457
t5226,8.831972,1035.006,4500,1035.006,4500,188.8046712,3215.212646,54931
t5227,9.977213,0,4500,0,4500,190.3392524,3573.93042,54351
t5228,11.66542,0,2869.235,0,2869.235,192.7053183,3575.075684,53439
t5229,11.32528,0,3613.852,0,3613.852,195.0206906,3429.362793,51303
t5230,10.61265,0,2333.196,0,2333.196,197.3360777,3253.506348,50427
t5231,9.822854,0,1690.457,0,1690.457,199.6148825,3168.540283,47693
t5232,9.046903,0,432.9783,0,432.9783,201.8936872,3260.875,43619
t5233,8.482409,0,0,0,0,204.1725069,3346.067383,40595
t5234,8.228264,0,0,0,0,206.3711137,3002.068848,38723
t5235,8.060165,0,0,0,0,208.5697353,3083.211426,37825
t5236,8.021294,0,0,0,0,210.768342,3529.756592,37865
t5237,7.970057,0,0,0,0,212.6285136,3930.032471,38503
t5238,7.98937,0,0,0,0,214.4886702,4128.80957,40997
t5239,8.038205,0,153.3077,0,153.3077,216.4283246,4288.377441,46247
t5240,8.065128,375.7079,224.602,375.7079,224.602,217.7278399,4428.969238,51518
t5241,8.1124,842.6479,259.0946,842.6479,259.0946,219.0273553,4329.541016,54476
t5242,7.683865,2542.065,809.965,2542.065,809.965,220.3268558,3901.792969,56177
t5243,7.228583,3157.925,4500,3157.925,4500,212.5462741,3559.996338,58027
t5244,7.048633,3018.398,4500,3018.398,4500,205.1504105,3123.948975,59317
t5245,6.997949,4240.179,4500,4240.179,4500,197.754547,3344.823242,58487
t5246,7.051568,3778.831,3481.746,3778.831,3481.746,197.7064461,3705.733154,57549
t5247,7.129798,2455.683,3902.551,2455.683,3902.551,197.6583451,4189.613281,56420
t5248,7.263623,2033.143,4500,2033.143,4500,197.6102293,4794.80127,55165
t5249,7.644572,1225.936,4500,1225.936,4500,197.3075122,5000,54351
t5250,8.093404,531.8289,4500,531.8289,4500,196.9387531,5000,53730
t5251,9.274283,0,4500,0,4500,196.5269595,5000,52462
t5252,10.45232,0,4500,0,4500,196.9509125,5000,51382
t5253,10.09989,0,4500,0,4500,197.3311603,5000,48708
t5254,9.537404,0,4500,0,4500,197.5272894,5000,47595
t5255,9.004292,0,4500,0,4500,196.6619641,5000,45378
t5256,8.508194,0,1857.805,0,1857.805,195.7966387,5000,42004
t5257,8.204521,0,425.0028,0,425.0028,194.9313283,5000,39194
t5258,8.05576,0,606.3138,0,606.3138,198.8288462,5000,37476
t5259,7.940264,0,550.0322,0,550.0322,202.5092244,5000,36265
t5260,7.846521,0,1238.215,0,1238.215,204.0981799,5000,36360
t5261,7.868637,0,3391.132,0,3391.132,206.8544477,5000,36370
t5262,8.102329,0,4500,0,4500,209.7583562,5000,37256
t5263,8.809321,0,4500,0,4500,212.8082961,5000,39247
t5264,8.935183,191.8083,4500,191.8083,4500,218.9382464,5000,42364
t5265,8.415995,1190.099,4500,1190.099,4500,224.3715376,5000,45611
t5266,8.610632,2382.923,2745.982,2382.923,2745.982,229.8048288,5000,48583
t5267,7.96685,3253.526,3994.143,3253.526,3994.143,237.5044972,5000,50193
t5268,8.320812,3923.346,4500,3923.346,4500,245.2041507,5000,51093
t5269,8.343004,3149.185,4500,3149.185,4500,252.9038191,5000,50694
t5270,7.85473,2927.934,0,2927.934,0,260.1844072,5000,49036
t5271,8.523375,1179.396,0,1179.396,0,267.4650252,5000,47621
t5272,8.777287,1081.189,0,1081.189,0,274.7456133,5000,46864
t5273,8.854753,1503.689,4500,1503.689,4500,281.5095782,5000,45950
t5274,8.895814,788.4271,3784.453,788.4271,3784.453,288.3271575,5000,45747
t5275,10.09536,0,1912.465,0,1912.465,294.8207557,5000,45783
t5276,11.71552,0,4334.582,0,4334.582,298.6256778,5000,45225
t5277,10.99272,0,4500,0,4500,302.4305999,5000,43230
t5278,9.98962,0,4500,0,4500,306.235522,5000,42608
t5279,8.975651,0,4500,0,4500,305.3444326,5000,40987
t5280,8.527181,0,2782.765,0,2782.765,304.0230572,5000,38139
t5281,8.07674,0,3015.484,0,3015.484,302.2898436,5000,35621
t5282,7.993678,0,856.7875,0,856.7875,304.292351,4010.119385,33619
t5283,7.970057,0,2023.758,0,2023.758,306.2948585,3296.871338,32434
t5284,7.913917,0,689.6921,0,689.6921,308.2973659,3060.86377,32012
t5285,7.882094,0,3496.794,0,3496.794,310.2496266,2884.22168,32225
t5286,8.060165,0,2679.375,0,2679.375,312.143445,2699.910889,32136
t5287,8.632776,0,3489.433,0,3489.433,313.8301969,2780.194092,32446
t5288,8.61453,172.4008,2226.436,172.4008,2226.436,316.1606789,2881.029297,34811
t5289,8.473022,399.6065,4500,399.6065,4500,318.4911609,2719.411133,37671
t5290,8.716012,1289.686,2744.352,1289.686,2744.352,320.8216131,2521.354248,40046
t5291,8.512615,1315.649,1664.193,1315.649,1664.193,320.8840787,2396.570557,41828
t5292,8.116325,2222.551,300.8956,2222.551,300.8956,320.9465444,2271.749023,43754
t5293,7.932334,2479.066,880.7932,2479.066,880.7932,321.0089803,1896.078491,43568
t5294,7.965782,1873.654,1420.566,1873.654,1420.566,323.5745728,1656.993286,42269
t5295,8.51072,1690.656,880.0828,1690.656,880.0828,326.1401355,1412.309326,41348
t5296,8.432018,943.67,1140.783,943.67,1140.783,328.7056983,1211.391235,40864
t5297,8.927419,787.0806,1766.199,787.0806,1766.199,332.0164382,1130.444336,40728
t5298,8.819601,244.5214,4500,244.5214,4500,336.1401558,1133.320679,41559
t5299,9.768168,0,4500,0,4500,340.3046131,1344.857666,42733
t5300,11.1096,0,4500,0,4500,343.8634872,1352.613281,42683
t5301,10.44847,0,4500,0,4500,347.7684259,967.2663574,42196
t5302,9.817702,0,3759.438,0,3759.438,351.6753018,951.0212402,43018
t5303,9.189387,0,4500,0,4500,353.6317945,866.3027954,42029
t5304,8.463037,0,1266.604,0,1266.604,355.5882871,1035.216797,39393
t5305,8.121379,0,361.1053,0,361.1053,357.5447798,1577.972534,37272
t5306,7.80028,0,605.9089,0,605.9089,357.5667143,1815.820557,35915
t5307,8.002314,0,405.2669,0,405.2669,357.588619,1701.788818,35019
t5308,7.910771,0,677.6891,0,677.6891,357.6105535,1958.633667,34885
t5309,7.786206,0,275.6085,0,275.6085,355.7260633,2114.533691,35594
t5310,8.081729,0,320.7644,0,320.7644,354.4968963,2353.322266,38826
t5311,8.900715,0,1627.002,0,1627.002,352.755636,2577.287842,44974
t5312,9.055624,265.7383,1211.295,265.7383,1211.295,349.5529294,2196.762695,50616
t5313,8.793611,1729.996,712.454,1729.996,712.454,346.7030227,1822.100952,53985
t5314,9.360057,2277.99,0,2277.99,0,343.8530862,1595.26416,55818
t5315,9.306545,3089.53,277.8799,3089.53,277.8799,339.8793042,1041.543579,57499
t5316,9.152759,3269.572,852.8936,3269.572,852.8936,335.9055221,475.9552002,58709
t5317,8.288687,3999.89,1641.82,3999.89,1641.82,331.9317102,353.8959351,58440
t5318,8.312454,3748.886,2584.083,3748.886,2584.083,328.4372091,160.3912506,57912
t5319,8.313646,2865.681,591.3068,2865.681,591.3068,324.9426782,0,56968
t5320,8.638007,1197.537,362.0805,1197.537,362.0805,321.4481771,0,55831
t5321,8.950755,783.2116,102.3156,783.2116,102.3156,319.028765,41.6101799,54807
t5322,9.252904,341.5385,1171.991,341.5385,1171.991,316.2878156,0,53989
t5323,10.7186,0,528.9498,0,528.9498,313.5468364,0,53479
t5324,12.03681,0,2013.609,0,2013.609,311.4340305,0,52715
t5325,11.42898,0,3286.433,0,3286.433,309.3212247,0,50604
t5326,10.87792,0,2099.606,0,2099.606,307.208389,0,49607
t5327,9.804845,0,4337.823,0,4337.823,305.3009808,189.4056702,46154
t5328,8.897914,0,3324.711,0,3324.711,303.3935726,295.9076233,42894
t5329,8.577664,0,1465.194,0,1465.194,301.4861643,622.6102295,39846
t5330,8.370193,0,4039.981,0,4039.981,298.9126742,1423.021973,39127
t5331,8.295799,0,4500,0,4500,296.3392138,3103.999023,38506
t5332,8.072864,0,4324.274,0,4324.274,293.7657535,4341.17334,38682
t5333,8.11296,0,2574.047,0,2574.047,291.896224,5000,39292
t5334,8.410467,0,3359.257,0,3359.257,290.0818884,5000,41734
t5335,9.163192,0,449.4279,0,449.4279,288.4199321,5000,47102
t5336,9.244534,322.6361,1793.839,322.6361,1793.839,286.3760889,5000,52205
t5337,9.249858,727.8184,4500,727.8184,4500,284.2975855,5000,55781
t5338,8.830595,1120.317,4500,1120.317,4500,282.1671069,5000,57589
t5339,8.771183,1609.878,4500,1609.878,4500,279.8552513,5000,60056
t5340,8.898614,2370.933,4500,2370.933,4500,277.5434256,4748.719238,61397
t5341,8.385393,1791.153,4500,1791.153,4500,275.2315998,5000,61178
t5342,9.174398,1768.958,4500,1768.958,4500,273.3577192,5000,60291
t5343,10.17834,781.4654,4455.011,781.4654,4455.011,271.4838088,5000,59906
t5344,10.12622,573.6009,1311.648,573.6009,1311.648,269.6099281,4236.687012,58130
t5345,10.16183,647.6677,197.0353,647.6677,197.0353,268.0282593,3248.363281,55135
t5346,9.953368,466.4859,365.7502,466.4859,365.7502,266.4465606,2604.521973,54550
t5347,11.05728,0,456.2825,0,456.2825,264.8648918,2391.041016,53883
t5348,12.00151,0,147.8099,0,147.8099,263.4922564,2297.470215,52997
t5349,11.39424,0,113.8948,0,113.8948,262.119621,2509.27002,50918
t5350,10.52413,0,0,0,0,260.7469857,2694.429199,50009
t5351,9.633194,0,0,0,0,253.7311614,2085.91333,46611
t5352,9.057079,0,176.6898,0,176.6898,246.7153072,1849.441772,42766
t5353,8.61388,0,305.5302,0,305.5302,239.1733527,1663.547729,39852
t5354,8.454945,0,470.1178,0,470.1178,236.4670485,1663.830811,38495
t5355,8.360501,0,898.5192,0,898.5192,233.7607592,1623.121948,37806
t5356,8.266265,0,521.5267,0,521.5267,231.054455,1654.51001,38052
t5357,8.263913,0,2049.244,0,2049.244,229.6690941,1707.707642,38748
t5358,8.464284,0,3731.534,0,3731.534,228.2837182,1636.216064,41532
t5359,9.230113,0,4500,0,4500,226.8983573,1474.459106,47484
t5360,9.140865,277.8168,4500,277.8168,4500,226.5986949,1442.890625,52723
t5361,9.107594,325.7806,4500,325.7806,4500,226.2990475,1330.925903,56247
t5362,9.205933,161.5044,4500,161.5044,4500,225.9993851,1337.629272,57476
t5363,9.160208,327.2531,0,327.2531,0,218.446672,1135.143188,59111
t5364,10.16458,300.62,4500,300.62,4500,211.1150324,1215.161377,60446
t5365,8.93589,641.2755,4500,641.2755,4500,203.1928599,1138.350708,60231
t5366,8.428931,1050.983,4500,1050.983,4500,202.1700889,1072.224121,59424
t5367,9.669716,700.4551,4500,700.4551,4500,201.1473179,1008.019409,58203
t5368,10.27848,221.8594,4500,221.8594,4500,200.1245469,1070.071533,57059
t5369,9.619981,456.2759,3604.497,456.2759,3604.497,199.3035078,1166.15271,56313
t5370,9.730913,188.9033,4500,188.9033,4500,198.4824687,1475.70166,55772
t5371,10.87379,0,4500,0,4500,197.6614296,1490.970215,54964
t5372,12.2746,0,4500,0,4500,197.9051828,1658.014038,53575
t5373,10.58497,0,4392.134,0,4392.134,198.1489211,1796.192383,51588
t5374,9.656403,0,2123.298,0,2123.298,198.3926594,1938.179932,50513
t5375,9.130486,0,2217.558,0,2217.558,200.2746016,1603.478882,47286
t5376,8.738119,0,2087.446,0,2087.446,202.1565437,1332.033447,43799
t5377,8.440056,0,1790.975,0,1790.975,204.0384859,1122.83667,41196
t5378,8.251012,0,2393.527,0,2393.527,205.7569325,1052.177612,39503
t5379,8.157557,0,3511.494,0,3511.494,207.475394,1097.951172,38330
t5380,7.980771,0,1829.895,0,1829.895,209.1938555,1129.150269,38674
t5381,8.038205,0,513.3279,0,513.3279,206.8511248,1363.155884,39478
t5382,8.247501,0,0,0,0,204.508394,1619.401978,42232
t5383,8.33339,0,190.4359,0,190.4359,202.1656632,1717.984863,48049
t5384,8.141112,716.4003,0,716.4003,0,202.6246041,1740.601807,52960
t5385,8.050263,1723.586,226.2844,1723.586,226.2844,203.083545,1638.039185,55742
t5386,7.667021,2986.739,4500,2986.739,4500,203.5424858,1496.542969,57210
t5387,7.581613,3630.89,4500,3630.89,4500,201.5150487,1064.014648,58823
t5388,7.600713,4132.905,4500,4132.905,4500,199.4875968,988.2890625,60393
t5389,7.381969,4046.748,4500,4046.748,4500,197.4391639,929.2119751,60090
t5390,7.480193,3652.815,0,3652.815,0,195.5600977,821.5621338,60208
t5391,7.837313,2753.298,4500,2753.298,4500,193.6810166,763.5679321,59409
t5392,7.782197,2366.749,4500,2366.749,4500,191.8019503,730.3790894,58890
t5393,8.064576,1651.478,4500,1651.478,4500,194.6982741,708.0067749,57527
t5394,8.525277,1022.412,4500,1022.412,4500,185.1903647,702.7198486,56750
t5395,9.688079,0,4500,0,4500,181.4998537,691.3477783,55998
t5396,11.24058,0,1463.111,0,1463.111,182.4259609,698.9146118,54983
t5397,10.55742,0,3392.289,0,3392.289,183.352083,519.2296143,52973
t5398,10.33679,0,4500,0,4500,184.2781901,388.1833191,51900
t5399,9.614213,0,3474.965,0,3474.965,184.7392917,412.9269104,49021
t5400,8.987799,0,444.1178,0,444.1178,185.2003932,340.1551514,45297
t5401,8.401272,0,120.5944,0,120.5944,185.6451333,234.2055664,41814
t5402,8.097863,0,522.6654,0,522.6654,183.7455332,156.7409668,40477
t5403,7.959382,0,637.2836,0,637.2836,181.8459183,119.1037216,39774
t5404,7.926006,0,1509.131,0,1509.131,179.9463183,148.3671417,40247
t5405,7.911295,0,1100.329,0,1100.329,179.3858707,216.0547791,41053
t5406,7.735043,0,699.4518,0,699.4518,178.878203,265.367981,43515
t5407,7.766223,0,233.5549,0,233.5549,178.3705205,306.9007874,49347
t5408,7.760753,718.5773,579.853,718.5773,579.853,178.8192838,336.8489075,54279
t5409,7.845496,1763.004,933.9675,1763.004,933.9675,179.2680472,245.3829346,57009
t5410,7.454044,2706.35,158.768,2706.35,158.768,179.7168106,137.8504791,58167
t5411,7.662708,2789.667,0,2789.667,0,180.2879125,89.92443848,59539
t5412,7.035112,3588.005,0,3588.005,0,180.8590144,0,60432
t5413,6.966043,3909.359,0,3909.359,0,181.4301163,0,60043
t5414,6.774055,3350.525,0,3350.525,0,183.6784184,0,58730
t5415,7.011938,3620.478,0,3620.478,0,185.9267056,0,57591
t5416,7.327033,3327.139,0,3327.139,0,188.1749928,0,56613
t5417,7.157447,2021.02,332.1264,2021.02,332.1264,186.589554,0,54816
t5418,7.515198,994.4831,206.7163,994.4831,206.7163,184.8223954,0,53847
t5419,8.435725,0,404.4634,0,404.4634,183.0552369,0,53955
t5420,9.576472,0,143.0529,0,143.0529,181.4768612,0,52049
t5421,9.549578,0,0,0,0,180.2638322,0,49782
t5422,9.088487,0,1070.499,0,1070.499,179.0508032,0,48803
t5423,8.74619,0,3283.363,0,3283.363,175.9186834,0,45861
t5424,8.487426,0,4449.726,0,4449.726,172.7865636,0,42861
t5425,8.368374,0,858.0629,0,858.0629,169.6544439,49.93392563,39933
t5426,8.057411,0,1695.943,0,1695.943,168.0912375,74.05742645,38221
t5427,7.994217,0,2208.885,0,2208.885,166.4816737,78.60540771,37215
t5428,7.78771,0,1378.737,0,1378.737,164.8721099,109.9942551,36606
t5429,7.708113,0,4345.593,0,4345.593,163.6112183,172.5031586,36442
t5430,7.793234,0,3027.885,0,3027.885,162.3503119,297.7822571,36762
t5431,8.294612,0,2259.99,0,2259.99,161.0894203,412.3053894,38118
t5432,8.531625,578.0049,1121.788,578.0049,1121.788,160.3374183,589.2327881,40857
t5433,8.283362,1337.545,1158.089,1337.545,1158.089,159.5854014,690.3561401,43805
t5434,8.567382,2242.889,2774.955,2242.889,2774.955,158.8333994,711.144165,46693
t5435,8.261563,2980.107,4500,2980.107,4500,157.1898013,252.9073944,48513
t5436,8.345412,3988.442,1404.714,3988.442,1404.714,155.5461884,208.4194489,49789
t5437,7.724239,4224.479,4211.752,4224.479,4211.752,153.6754966,158.7160187,49045
t5438,8.043132,4415.027,4500,4415.027,4500,153.301239,244.8382416,47362
t5439,8.200485,4058.504,4500,4058.504,4500,152.9269814,362.1701355,46238
t5440,7.985067,2858.342,4500,2858.342,4500,152.5527239,510.9836731,45660
t5441,8.001774,1853.857,4433.579,1853.857,4433.579,152.6464224,448.7829895,44758
t5442,8.249841,989.1855,4500,989.1855,4500,152.740106,372.9639587,45149
t5443,9.413418,0,4500,0,4500,152.8338045,360.5510559,44675
t5444,10.44461,0,0,0,0,153.3156037,418.8528748,43864
t5445,9.897278,0,4500,0,4500,153.7974179,333.1315918,42641
t5446,9.25519,0,4500,0,4500,154.2792171,288.9701538,42318
t5447,8.469898,0,4500,0,4500,156.3055962,503.9300232,40276
t5448,7.974873,0,2324.783,0,2324.783,158.3319753,404.0432129,37900
t5449,7.678078,0,968.3193,0,968.3193,160.2641046,314.8486938,35767
t5450,7.541553,0,1496.758,0,1496.758,162.1389985,203.6414337,34016
t5451,7.426868,0,270.4248,0,270.4248,164.0139073,235.7488251,32998
t5452,7.429921,0,932.9354,0,932.9354,165.8888012,258.8198853,32613
t5453,7.502125,0,3073.008,0,3073.008,171.0067987,155.6888428,32604
t5454,7.739968,0,749.2083,0,749.2083,176.1247963,140.7163239,32914
t5455,8.120817,0,1127.646,0,1127.646,181.1300367,259.6990662,33559
t5456,8.426463,319.7503,1224.111,319.7503,1224.111,187.9810244,316.6426392,35191
t5457,8.349027,974.8361,698.7037,974.8361,698.7037,194.832027,231.0059814,38201
t5458,8.350837,793.0588,2806.009,793.0588,2806.009,201.6830295,516.2483521,40349
t5459,8.072864,2903.934,489.7319,2903.934,489.7319,219.8887169,169.6919861,42415
t5460,8.099537,3897.114,720.3658,3897.114,720.3658,234.4389409,95.87384796,44564
t5461,8.186685,3560.05,489.4634,3560.05,489.4634,247.2049892,692.1451416,44539
t5462,8.044228,2901.5,852.292,2901.5,852.292,267.902106,1335.93335,42922
t5463,8.339396,1062.668,1159.161,1062.668,1159.161,287.5016034,896.9927368,41603
t5464,8.093683,1500.765,1044.078,1500.765,1044.078,312.4308586,1146.461304,41045
t5465,8.419687,1690.331,4312.583,1690.331,4312.583,337.3903632,1316.358154,41067
